entity,left,right,log_ratio
cce,1,2,-0.5849625007
ancien testament,1,2,-0.5849625007
muhammad,1,2,-0.5849625007
ambre,1,2,-0.5849625007
🙏💪,1,2,-0.5849625007
juvin,1,2,-0.5849625007
stade de reims,1,2,-0.5849625007
marcel gauchet,1,2,-0.5849625007
mr le ministre,1,2,-0.5849625007
sen,1,2,-0.5849625007
vitry,1,2,-0.5849625007
necker,1,2,-0.5849625007
vieux lyon,1,2,-0.5849625007
basta !,1,2,-0.5849625007
👏👏👏👏,1,2,-0.5849625007
assyrie,1,2,-0.5849625007
ben tiens,1,2,-0.5849625007
robert schuman,1,2,-0.5849625007
o. faure,1,2,-0.5849625007
chalon,1,2,-0.5849625007
veme,1,2,-0.5849625007
ils’,1,2,-0.5849625007
pays de galles,3,5,-0.5849625007
bannon,1,2,-0.5849625007
f. bayrou,3,5,-0.5849625007
🥳🤡,1,2,-0.5849625007
kylian,3,5,-0.5849625007
évian,1,2,-0.5849625007
john williams,1,2,-0.5849625007
tina,1,2,-0.5849625007
anatole france,1,2,-0.5849625007
chesnay,1,2,-0.5849625007
dachau,1,2,-0.5849625007
ange gabriel,1,2,-0.5849625007
merci!!!,1,2,-0.5849625007
😂🤣😂🤣,1,2,-0.5849625007
alain decaux,1,2,-0.5849625007
hcq,1,2,-0.5849625007
emile,1,2,-0.5849625007
garido,1,2,-0.5849625007
man,1,2,-0.5849625007
andy warhol,1,2,-0.5849625007
schneider electric,1,2,-0.5849625007
muslims,1,2,-0.5849625007
pkoi,1,2,-0.5849625007
loir,1,2,-0.5849625007
v8,1,2,-0.5849625007
toufik,1,2,-0.5849625007
francoisbayrou,1,2,-0.5849625007
lamborghini,1,2,-0.5849625007
basque,1,2,-0.5849625007
d.ieu,1,2,-0.5849625007
rn marinelepen,1,2,-0.5849625007
zoltan,1,2,-0.5849625007
😅😂😂,1,2,-0.5849625007
obertone,1,2,-0.5849625007
marc fiorentino,1,2,-0.5849625007
🤔😂,1,2,-0.5849625007
turques,1,2,-0.5849625007
adidas,1,2,-0.5849625007
youssef hindi,1,2,-0.5849625007
harry,1,2,-0.5849625007
😳😳😳,1,2,-0.5849625007
🤮🤮🤮🤮🤮🤮🤮🤮🤮,1,2,-0.5849625007
j.d,1,2,-0.5849625007
prix renaudot,1,2,-0.5849625007
antony blinken,1,2,-0.5849625007
andré lajoinie,1,2,-0.5849625007
nokia,1,2,-0.5849625007
windows 98,1,2,-0.5849625007
rotterdam,1,2,-0.5849625007
pecresse,1,2,-0.5849625007
jeremy,1,2,-0.5849625007
mozambique,3,5,-0.5849625007
🔽🔽🔽,1,2,-0.5849625007
nigeria,3,5,-0.5849625007
syria,1,2,-0.5849625007
khadafi,3,5,-0.5849625007
salopes,1,2,-0.5849625007
gouvernement de vichy,1,2,-0.5849625007
françois 1er,1,2,-0.5849625007
claude monet,1,2,-0.5849625007
x5,1,2,-0.5849625007
sydney,1,2,-0.5849625007
ben tu vas,1,2,-0.5849625007
gobez,1,2,-0.5849625007
tata marine,1,2,-0.5849625007
vallini,1,2,-0.5849625007
francis ford coppola,1,2,-0.5849625007
👏👏,1,2,-0.5849625007
normal,15,23,-0.5849625007
bourgogne-franche-comté,1,2,-0.5849625007
burkini,1,2,-0.5849625007
chariah,1,2,-0.5849625007
sherlock,1,2,-0.5849625007
gfs,3,5,-0.5849625007
beltaine,1,2,-0.5849625007
raphael,1,2,-0.5849625007
de france info,1,2,-0.5849625007
de californie,1,2,-0.5849625007
admettons,1,2,-0.5849625007
vittel,1,2,-0.5849625007
progrom,1,2,-0.5849625007
otan !,1,2,-0.5849625007
cd&amp;r,1,2,-0.5849625007
louis !,1,2,-0.5849625007
étienne chouard,1,2,-0.5849625007
pisa,1,2,-0.5849625007
bardela,1,2,-0.5849625007
simon moos,1,2,-0.5849625007
bible,1,2,-0.5849625007
ducobu,1,2,-0.5849625007
pleurnichez,1,2,-0.5849625007
ouais ok,1,2,-0.5849625007
suce boules,1,2,-0.5849625007
du calvados,1,2,-0.5849625007
condorcet,1,2,-0.5849625007
giletjaune,1,2,-0.5849625007
paulo,1,2,-0.5849625007
yuval raphaël,1,2,-0.5849625007
dôme de paris,1,2,-0.5849625007
conseil de,1,2,-0.5849625007
e. zemmour,1,2,-0.5849625007
lisa,1,2,-0.5849625007
google analytics,1,2,-0.5849625007
tok,1,2,-0.5849625007
thailande,1,2,-0.5849625007
pas yamal,1,2,-0.5849625007
f.bayrou,1,2,-0.5849625007
lubumbashi,1,2,-0.5849625007
somme,1,2,-0.5849625007
roméo,1,2,-0.5849625007
opj,1,2,-0.5849625007
madame la maire,1,2,-0.5849625007
ben normal,1,2,-0.5849625007
rima hamas,1,2,-0.5849625007
adam smith,1,2,-0.5849625007
championne d'europe,1,2,-0.5849625007
- france,1,2,-0.5849625007
🤡🙄,1,2,-0.5849625007
hervé morin,1,2,-0.5849625007
pierre desproges,1,2,-0.5849625007
charleroi,1,2,-0.5849625007
ecosse,1,2,-0.5849625007
karim zéribi,1,2,-0.5849625007
a5,1,2,-0.5849625007
lol 😂,1,2,-0.5849625007
🤡 !,1,2,-0.5849625007
perrin,1,2,-0.5849625007
m. poutine,1,2,-0.5849625007
ionesco,1,2,-0.5849625007
c15,1,2,-0.5849625007
phillipe,1,2,-0.5849625007
golfe de gascogne,1,2,-0.5849625007
igor,1,2,-0.5849625007
young leaders,1,2,-0.5849625007
saintouen,1,2,-0.5849625007
google !,1,2,-0.5849625007
bezos,1,2,-0.5849625007
cécile vassas,1,2,-0.5849625007
enculerie,1,2,-0.5849625007
léman,1,2,-0.5849625007
a86,1,2,-0.5849625007
saint louis,3,5,-0.5849625007
jordaniens,1,2,-0.5849625007
scandale,1,2,-0.5849625007
piscis,1,2,-0.5849625007
wall street,3,5,-0.5849625007
gru,1,2,-0.5849625007
cohen,5,8,-0.5849625007
opération de com,1,2,-0.5849625007
harper,1,2,-0.5849625007
william goldnadel,1,2,-0.5849625007
emanuel macron,1,2,-0.5849625007
hahaha !,1,2,-0.5849625007
gérard jugnot,1,2,-0.5849625007
nwo,1,2,-0.5849625007
champion d’europe,1,2,-0.5849625007
cher jean,1,2,-0.5849625007
palestine !!!,1,2,-0.5849625007
a+,1,2,-0.5849625007
caledonie,1,2,-0.5849625007
tenez bon,1,2,-0.5849625007
antonio tagle,1,2,-0.5849625007
🇧🇩,1,2,-0.5849625007
maxwell,1,2,-0.5849625007
remballez,1,2,-0.5849625007
😢😢,1,2,-0.5849625007
louis malle,1,2,-0.5849625007
fernand,1,2,-0.5849625007
🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮,1,2,-0.5849625007
thread,1,2,-0.5849625007
ordi,1,2,-0.5849625007
💣,1,2,-0.5849625007
georges kuzmanovic,1,2,-0.5849625007
fabrice luchini,1,2,-0.5849625007
harvey oswald,1,2,-0.5849625007
pacte germano soviétique,1,2,-0.5849625007
cpf,1,2,-0.5849625007
richard,5,8,-0.5849625007
🤢🤮🤮🤮,1,2,-0.5849625007
gagarine,1,2,-0.5849625007
pédoland,1,2,-0.5849625007
république du congo,1,2,-0.5849625007
andrew tate,1,2,-0.5849625007
mr darmanin,1,2,-0.5849625007
bravo mme,1,2,-0.5849625007
sos médecins,1,2,-0.5849625007
lagasnerie,1,2,-0.5849625007
raphi,1,2,-0.5849625007
terf,1,2,-0.5849625007
ill,1,2,-0.5849625007
génération z,1,2,-0.5849625007
rn &amp,1,2,-0.5849625007
-de,1,2,-0.5849625007
canton de fribourg,1,2,-0.5849625007
drieu,1,2,-0.5849625007
fabienne,1,2,-0.5849625007
irak,33,50,-0.5849625007
szpiner,1,2,-0.5849625007
paix &amp,1,2,-0.5849625007
kabila,1,2,-0.5849625007
oops,1,2,-0.5849625007
ciao,1,2,-0.5849625007
vuitton,1,2,-0.5849625007
mohamed ali,1,2,-0.5849625007
wc,1,2,-0.5849625007
hiérarchisez,1,2,-0.5849625007
travestir,1,2,-0.5849625007
lviv,1,2,-0.5849625007
🤣🤣🤣🤡,1,2,-0.5849625007
da vinci,1,2,-0.5849625007
french,1,2,-0.5849625007
remarquable,1,2,-0.5849625007
amar,1,2,-0.5849625007
télégram,1,2,-0.5849625007
🤣🤣🤡🤡,1,2,-0.5849625007
avenue foch,1,2,-0.5849625007
annie genevard,1,2,-0.5849625007
roux,1,2,-0.5849625007
le cirque,1,2,-0.5849625007
celà,1,2,-0.5849625007
corée-du-nord,1,2,-0.5849625007
quatar,9,14,-0.5849625007
cassis,1,2,-0.5849625007
fn !,1,2,-0.5849625007
😃😃😃,1,2,-0.5849625007
ça explose,1,2,-0.5849625007
nelly,1,2,-0.5849625007
ange 👼,1,2,-0.5849625007
wargon,1,2,-0.5849625007
kamala harris,9,14,-0.5849625007
monsieur philippot,1,2,-0.5849625007
paul morand,1,2,-0.5849625007
sissi,1,2,-0.5849625007
édith cresson,1,2,-0.5849625007
stéphane hessel,1,2,-0.5849625007
jkr,1,2,-0.5849625007
jacky,1,2,-0.5849625007
mauriac,1,2,-0.5849625007
ségo,1,2,-0.5849625007
perrier,1,2,-0.5849625007
imm,1,2,-0.5849625007
xerfi canal,1,2,-0.5849625007
fx bellamy,1,2,-0.5849625007
quercy,1,2,-0.5849625007
mr mélenchon,1,2,-0.5849625007
fumisterie,1,2,-0.5849625007
🇷🇪,1,2,-0.5849625007
raphaël glucksman,1,2,-0.5849625007
ville de new york,1,2,-0.5849625007
com,17,26,-0.5849625007
libérafion,1,2,-0.5849625007
cme,1,2,-0.5849625007
mika,1,2,-0.5849625007
prix nobel,9,14,-0.5849625007
whaou,1,2,-0.5849625007
robin des bois,1,2,-0.5849625007
t as qu,1,2,-0.5849625007
lomé,1,2,-0.5849625007
al-baqara,1,2,-0.5849625007
redpill,1,2,-0.5849625007
schneider,1,2,-0.5849625007
alexander,1,2,-0.5849625007
pierre laval,3,5,-0.5849625007
😱😱😱,3,5,-0.5849625007
université de paris,1,2,-0.5849625007
mme hassan,1,2,-0.5849625007
negresse,1,2,-0.5849625007
thierry,5,8,-0.5849625007
🌶️,1,2,-0.5849625007
macron-bayrou,1,2,-0.5849625007
averroes,1,2,-0.5849625007
eyal golan,1,2,-0.5849625007
jim caviezel,1,2,-0.5849625007
gautier,1,2,-0.5849625007
byzantins,1,2,-0.5849625007
malaga,1,2,-0.5849625007
pablo mira,1,2,-0.5849625007
indochine,7,11,-0.5849625007
protège,1,2,-0.5849625007
élisabeth ii,1,2,-0.5849625007
lamartine,1,2,-0.5849625007
✅,1,2,-0.5849625007
🤦‍♀️🤦‍♀️🤦‍♀️,1,2,-0.5849625007
klaus,1,2,-0.5849625007
madame figaro,1,2,-0.5849625007
🍾🍾🍾,1,2,-0.5849625007
france russie,1,2,-0.5849625007
antoine blondin,1,2,-0.5849625007
🇫🇷❤️,1,2,-0.5849625007
👌😂,1,2,-0.5849625007
frédéric bastiat,1,2,-0.5849625007
fau,1,2,-0.5849625007
🙂😉,1,2,-0.5849625007
thales alenia space,1,2,-0.5849625007
🤔🙄,1,2,-0.5849625007
😱🤦‍♂️,1,2,-0.5849625007
polynésie,1,2,-0.5849625007
adf,1,2,-0.5849625007
guillaume le conquérant,1,2,-0.5849625007
bocaletti,1,2,-0.5849625007
université de lyon 2,1,2,-0.5849625007
🐍,1,2,-0.5849625007
jean marie,5,8,-0.5849625007
hayat tahrir al-sham,1,2,-0.5849625007
alexandre dumas,1,2,-0.5849625007
bravo tsahal !,1,2,-0.5849625007
legal,1,2,-0.5849625007
messieurs,1,2,-0.5849625007
macronard,1,2,-0.5849625007
ratzinger,1,2,-0.5849625007
i,1,2,-0.5849625007
martin bouygues,1,2,-0.5849625007
guerre d’algérie,3,5,-0.5849625007
jean-jacques,1,2,-0.5849625007
vanuatu,1,2,-0.5849625007
océan pacifique,1,2,-0.5849625007
henri verneuil,1,2,-0.5849625007
ariane 6,1,2,-0.5849625007
mahsa amini,1,2,-0.5849625007
yael braun-pivet,1,2,-0.5849625007
thomas goisque,1,2,-0.5849625007
you tube,1,2,-0.5849625007
berlin,25,38,-0.5849625007
niel,1,2,-0.5849625007
adrien,5,8,-0.5849625007
édouard,3,5,-0.5849625007
nis2,1,2,-0.5849625007
👌,1,2,-0.5849625007
hello clément,1,2,-0.5849625007
docker,1,2,-0.5849625007
kazan,1,2,-0.5849625007
meuse,1,2,-0.5849625007
raphaël jerusalmy,1,2,-0.5849625007
street press,1,2,-0.5849625007
grande-combe,1,2,-0.5849625007
call of duty,1,2,-0.5849625007
wow ça,1,2,-0.5849625007
bordeliser,1,2,-0.5849625007
👁️,3,5,-0.5849625007
berlusconi,1,2,-0.5849625007
iie,1,2,-0.5849625007
nestlé waters,1,2,-0.5849625007
serieux,1,2,-0.5849625007
poitou,1,2,-0.5849625007
foetet,1,2,-0.5849625007
souffelweyersheim,1,2,-0.5849625007
alexandrie,1,2,-0.5849625007
ola,1,2,-0.5849625007
hs,1,2,-0.5849625007
macron ça,1,2,-0.5849625007
rothschild,1,2,-0.5849625007
news,1,2,-0.5849625007
bruno gollnisch,1,2,-0.5849625007
💁‍♀️,1,2,-0.5849625007
🙂‍↕️,1,2,-0.5849625007
lear,1,2,-0.5849625007
gilbert bécaud,1,2,-0.5849625007
philippe candeloro,1,2,-0.5849625007
vb,1,2,-0.5849625007
🎯,7,11,-0.5849625007
libourne,1,2,-0.5849625007
barnier censuré,1,2,-0.5849625007
🦌,1,2,-0.5849625007
victorine,1,2,-0.5849625007
eddy,1,2,-0.5849625007
cognac,1,2,-0.5849625007
60ans,1,2,-0.5849625007
pierre brochand,1,2,-0.5849625007
saint-roch,1,2,-0.5849625007
mireille,1,2,-0.5849625007
ct,1,2,-0.5849625007
l afrique,1,2,-0.5849625007
donbass,1,2,-0.5849625007
lituanie,3,5,-0.5849625007
step,1,2,-0.5849625007
cf,1,2,-0.5849625007
chloé ridel,1,2,-0.5849625007
voter rn,1,2,-0.5849625007
tom benoit,1,2,-0.5849625007
léonard de vinci,3,5,-0.5849625007
asie du sud,1,2,-0.5849625007
guadeloupéens,1,2,-0.5849625007
😓,1,2,-0.5849625007
jérôme kerviel,1,2,-0.5849625007
trump tower,1,2,-0.5849625007
rbnb,1,2,-0.5849625007
prcf,1,2,-0.5849625007
nicolas pouvreau-monti,1,2,-0.5849625007
cancelled,1,2,-0.5849625007
vallaud-belkacem,1,2,-0.5849625007
pontarlier,2,1,0.5849625007
gilles lellouche,2,1,0.5849625007
hue,2,1,0.5849625007
édito,2,1,0.5849625007
bonjour lyla,2,1,0.5849625007
houston,2,1,0.5849625007
aboyez,2,1,0.5849625007
samuel beckett,2,1,0.5849625007
🤢🤮🤮,2,1,0.5849625007
pour1,2,1,0.5849625007
corbeil-essonnes,2,1,0.5849625007
vichy-etat,2,1,0.5849625007
🤣🤣🤡,2,1,0.5849625007
bof,14,9,0.5849625007
ça 😅,2,1,0.5849625007
🐧,2,1,0.5849625007
daphné burki,2,1,0.5849625007
a4,2,1,0.5849625007
madonna,2,1,0.5849625007
debunke,2,1,0.5849625007
😏😂,2,1,0.5849625007
tondolier,2,1,0.5849625007
le bonheur,2,1,0.5849625007
manchester united,5,3,0.5849625007
checker,2,1,0.5849625007
glucksmann !,2,1,0.5849625007
la 🌍,2,1,0.5849625007
c10,2,1,0.5849625007
amîne,2,1,0.5849625007
airpods,2,1,0.5849625007
maduro,2,1,0.5849625007
nazareth,5,3,0.5849625007
louis aragon,2,1,0.5849625007
michelbarnier,2,1,0.5849625007
madame bovary,2,1,0.5849625007
💭,11,7,0.5849625007
briançon,2,1,0.5849625007
baker,2,1,0.5849625007
villa park,2,1,0.5849625007
etat palestinien,2,1,0.5849625007
💥,2,1,0.5849625007
eh behn,2,1,0.5849625007
yoann,2,1,0.5849625007
turpin,5,3,0.5849625007
ldj,2,1,0.5849625007
thierry roland,2,1,0.5849625007
alain finkielkraut,2,1,0.5849625007
psc,2,1,0.5849625007
jean paul belmondo,2,1,0.5849625007
rugby,2,1,0.5849625007
charcot,2,1,0.5849625007
gaudin,2,1,0.5849625007
chevalier bayard,2,1,0.5849625007
hill,2,1,0.5849625007
belzebuth,2,1,0.5849625007
vernier,2,1,0.5849625007
one man show,2,1,0.5849625007
nord-coréens,2,1,0.5849625007
snap,2,1,0.5849625007
;-),5,3,0.5849625007
michigan,2,1,0.5849625007
lindt,2,1,0.5849625007
pierre chabrier,2,1,0.5849625007
👴,2,1,0.5849625007
alliés,5,3,0.5849625007
france 🤔,2,1,0.5849625007
marocain,2,1,0.5849625007
rue de verdun,2,1,0.5849625007
mon leclerc,2,1,0.5849625007
👍😂,2,1,0.5849625007
jspc,2,1,0.5849625007
missak manouchian,2,1,0.5849625007
ios18,2,1,0.5849625007
sébastien cauet,2,1,0.5849625007
michel lafon,2,1,0.5849625007
cerrone,2,1,0.5849625007
niney,2,1,0.5849625007
pride,2,1,0.5849625007
pompée,2,1,0.5849625007
ben moi,2,1,0.5849625007
aude lancelin,2,1,0.5849625007
boris vallaud,2,1,0.5849625007
brésiliens,2,1,0.5849625007
rappel !,2,1,0.5849625007
pompier,2,1,0.5849625007
e. macron,11,7,0.5849625007
alma dufour,2,1,0.5849625007
france marinelepen,2,1,0.5849625007
vomir,2,1,0.5849625007
l aid,2,1,0.5849625007
gameboy,2,1,0.5849625007
nfp lfi,2,1,0.5849625007
douala,2,1,0.5849625007
orl,2,1,0.5849625007
p'tite,2,1,0.5849625007
jean louis,2,1,0.5849625007
ouch,2,1,0.5849625007
sébastopol,2,1,0.5849625007
elden ring,2,1,0.5849625007
mike brown,2,1,0.5849625007
ouais bah,2,1,0.5849625007
| france,2,1,0.5849625007
dugarry,2,1,0.5849625007
next,8,5,0.5849625007
etes,5,3,0.5849625007
jorge bergoglio,2,1,0.5849625007
grande mosquée de lyon,2,1,0.5849625007
perso c,2,1,0.5849625007
rolala,2,1,0.5849625007
inondez,2,1,0.5849625007
mclaren,2,1,0.5849625007
jvc,2,1,0.5849625007
sabrina,2,1,0.5849625007
hiv,2,1,0.5849625007
madame hassan,2,1,0.5849625007
blueprince,2,1,0.5849625007
gucci,2,1,0.5849625007
tour de france !,2,1,0.5849625007
greece,2,1,0.5849625007
muchielli,2,1,0.5849625007
vrs,2,1,0.5849625007
fianso,2,1,0.5849625007
dead,2,1,0.5849625007
mdrrrrrrrrr,2,1,0.5849625007
emery,2,1,0.5849625007
🫨,5,3,0.5849625007
meurthe-et-moselle,2,1,0.5849625007
elif shafak,2,1,0.5849625007
m. jackson,2,1,0.5849625007
j.k,2,1,0.5849625007
ipa,2,1,0.5849625007
rer e,2,1,0.5849625007
😄😄😄,2,1,0.5849625007
achille,5,3,0.5849625007
gneu gneu gneu,2,1,0.5849625007
src,2,1,0.5849625007
saint-martin-boulogne,2,1,0.5849625007
rdr2,2,1,0.5849625007
omar bongo,2,1,0.5849625007
🇨🇭,2,1,0.5849625007
hugo auradou,2,1,0.5849625007
sondage,2,1,0.5849625007
snecma,2,1,0.5849625007
dsi,2,1,0.5849625007
apple,50,33,0.5849625007
tv,2,1,0.5849625007
papouasie,2,1,0.5849625007
st exupery,2,1,0.5849625007
robert faurisson,2,1,0.5849625007
rené char,2,1,0.5849625007
méluch,2,1,0.5849625007
saint etienne,2,1,0.5849625007
argenteuil,8,5,0.5849625007
babeth,2,1,0.5849625007
jacques villeret,2,1,0.5849625007
dupond-moretti,2,1,0.5849625007
stern,2,1,0.5849625007
fuck you,2,1,0.5849625007
biennnn,2,1,0.5849625007
gambardella,2,1,0.5849625007
annie lennox,2,1,0.5849625007
maccabi,2,1,0.5849625007
karine,2,1,0.5849625007
soutenez,2,1,0.5849625007
mark rutte,2,1,0.5849625007
rev,2,1,0.5849625007
walid acherchour,2,1,0.5849625007
buffon,2,1,0.5849625007
st,11,7,0.5849625007
m. bardella,2,1,0.5849625007
kering,2,1,0.5849625007
y’,2,1,0.5849625007
ste,2,1,0.5849625007
ataturk,2,1,0.5849625007
mort.e.s,2,1,0.5849625007
dégagiez,2,1,0.5849625007
vlad,2,1,0.5849625007
algérie française,5,3,0.5849625007
christine angot,2,1,0.5849625007
michel fourniret,2,1,0.5849625007
désolé,20,13,0.5849625007
rillieux-la-pape,2,1,0.5849625007
🤣🤣 tu,2,1,0.5849625007
josué,2,1,0.5849625007
🤡 tu,2,1,0.5849625007
mulholland drive,2,1,0.5849625007
népal,2,1,0.5849625007
iaaf,2,1,0.5849625007
accords de paris,2,1,0.5849625007
😉😊,2,1,0.5849625007
-france,2,1,0.5849625007
bravo chère,2,1,0.5849625007
porte de versailles,2,1,0.5849625007
ségolène,2,1,0.5849625007
rowling,2,1,0.5849625007
mario kart,5,3,0.5849625007
valérie bonneton,2,1,0.5849625007
mr lisnard,2,1,0.5849625007
desproges,2,1,0.5849625007
augustin trapenard,2,1,0.5849625007
stéphane guy,2,1,0.5849625007
ux,2,1,0.5849625007
dusseldorf,2,1,0.5849625007
trinity,2,1,0.5849625007
william,5,3,0.5849625007
sharon stone,2,1,0.5849625007
clauss,2,1,0.5849625007
samba,2,1,0.5849625007
𝐚̀,2,1,0.5849625007
super nintendo,2,1,0.5849625007
manouchian,5,3,0.5849625007
cananéens,2,1,0.5849625007
minnesota,2,1,0.5849625007
claude françois,2,1,0.5849625007
htc,5,3,0.5849625007
eh,2,1,0.5849625007
metallica,2,1,0.5849625007
vôtre père,2,1,0.5849625007
françois sureau,2,1,0.5849625007
dts,2,1,0.5849625007
jen,2,1,0.5849625007
naël,5,3,0.5849625007
google map,2,1,0.5849625007
proust,8,5,0.5849625007
paul varry,2,1,0.5849625007
👏🏼👏🏼👏🏼,2,1,0.5849625007
canal +,2,1,0.5849625007
isaac,2,1,0.5849625007
annee,2,1,0.5849625007
ferry,2,1,0.5849625007
caracas,2,1,0.5849625007
jl melanchon,2,1,0.5849625007
ntamack,2,1,0.5849625007
claude askolovitch,2,1,0.5849625007
nc,2,1,0.5849625007
iiième reich,2,1,0.5849625007
casimir,2,1,0.5849625007
témoin de jéhovah,2,1,0.5849625007
kagamé,2,1,0.5849625007
🇱🇧,8,5,0.5849625007
roland dumas,2,1,0.5849625007
tunisie 🇹🇳,2,1,0.5849625007
bédouins,2,1,0.5849625007
pathé,2,1,0.5849625007
rn !!!,2,1,0.5849625007
directan,5,3,0.5849625007
christine ockrent,2,1,0.5849625007
toi &amp,2,1,0.5849625007
cadarache,2,1,0.5849625007
sam,5,3,0.5849625007
wwe,2,1,0.5849625007
seinesaintdenis,5,3,0.5849625007
europe écologie,2,1,0.5849625007
bfm wc,2,1,0.5849625007
emmanuelmacron,2,1,0.5849625007
olivier norek,2,1,0.5849625007
snk,2,1,0.5849625007
thierry burkhard,2,1,0.5849625007
striptease,2,1,0.5849625007
germains,2,1,0.5849625007
ea,2,1,0.5849625007
greenpeace france,2,1,0.5849625007
france !!!,5,3,0.5849625007
💔💔,2,1,0.5849625007
ca 😂,2,1,0.5849625007
duralex,2,1,0.5849625007
everest,2,1,0.5849625007
world press,2,1,0.5849625007
ariane lavrilleux,2,1,0.5849625007
éric fassin,2,1,0.5849625007
joyeux noël !,2,1,0.5849625007
f2,2,1,0.5849625007
pr ça,2,1,0.5849625007
monsieur paty,2,1,0.5849625007
cernunnos,2,1,0.5849625007
karl laske,2,1,0.5849625007
podcast,2,1,0.5849625007
mme macron,2,1,0.5849625007
tristan mendès france,2,1,0.5849625007
ca chauffe,2,1,0.5849625007
zen,2,1,0.5849625007
koi,2,1,0.5849625007
havrais,2,1,0.5849625007
shiri bibas,2,1,0.5849625007
émile louis,2,1,0.5849625007
martigues,2,1,0.5849625007
bah bravo,2,1,0.5849625007
koundé,2,1,0.5849625007
nissan,2,1,0.5849625007
stendhal,2,1,0.5849625007
rfi,2,1,0.5849625007
😅😅😅😅😅,2,1,0.5849625007
gilles,11,7,0.5849625007
camélia jordana,2,1,0.5849625007
pierre garnier,2,1,0.5849625007
‼️,2,1,0.5849625007
dormir,2,1,0.5849625007
jonathan clauss,2,1,0.5849625007
adolph,2,1,0.5849625007
bourdieu,2,1,0.5849625007
xbox one,2,1,0.5849625007
rennes !,2,1,0.5849625007
🤣🤣🤣😇,2,1,0.5849625007
margot,2,1,0.5849625007
bah oui ça,2,1,0.5849625007
vi0l,2,1,0.5849625007
denzel washington,2,1,0.5849625007
madame pelicot,2,1,0.5849625007
boudin,2,1,0.5849625007
jerome powell,2,1,0.5849625007
élisabeth,2,1,0.5849625007
jacques legros,2,1,0.5849625007
jean paul 2,2,1,0.5849625007
nunez,2,1,0.5849625007
dua lipa,2,1,0.5849625007
moudenc,2,1,0.5849625007
guigou,2,1,0.5849625007
twitter mdr,2,1,0.5849625007
guatemala,2,1,0.5849625007
😉😉😉😉,2,1,0.5849625007
grégory,2,1,0.5849625007
gustave eiffel,2,1,0.5849625007
victor orban,2,1,0.5849625007
dubai,8,5,0.5849625007
thunderbolts,2,1,0.5849625007
allez hop ça,2,1,0.5849625007
ça 🤣,2,1,0.5849625007
apc,2,1,0.5849625007
🌶,2,1,0.5849625007
dave,2,1,0.5849625007
marsault,2,1,0.5849625007
pays-bas,17,11,0.5849625007
samia ghali,2,1,0.5849625007
butler,2,1,0.5849625007
royaume de juda,2,1,0.5849625007
gymnase henry de montherlant,2,1,0.5849625007
edom,2,1,0.5849625007
fabien,2,1,0.5849625007
ave maria,2,1,0.5849625007
carlo,2,1,0.5849625007
florence,5,3,0.5849625007
washington post,2,1,0.5849625007
edgar morin,2,1,0.5849625007
pedro pascal,2,1,0.5849625007
abby,2,1,0.5849625007
🇺🇦,2,1,0.5849625007
claudia rouaux,2,1,0.5849625007
jean-pierre raffarin,2,1,0.5849625007
lewandowski,2,1,0.5849625007
benjamin stora,2,1,0.5849625007
emmanuel carrère,2,1,0.5849625007
astérix et obélix,2,1,0.5849625007
quu,2,1,0.5849625007
darmanin !,2,1,0.5849625007
mr attali,2,1,0.5849625007
zara,2,1,0.5849625007
jim morrison,2,1,0.5849625007
cap horn,2,1,0.5849625007
télérama,2,1,0.5849625007
take care,2,1,0.5849625007
morgan,2,1,0.5849625007
monet,2,1,0.5849625007
côte d’ivoire,2,1,0.5849625007
frankenstein,2,1,0.5849625007
brad,2,1,0.5849625007
mercosur !,2,1,0.5849625007
cis-jordanie,2,1,0.5849625007
évry,2,1,0.5849625007
loukachenko,2,1,0.5849625007
booooon,2,1,0.5849625007
transnistrie,2,1,0.5849625007
gavi,2,1,0.5849625007
alisson,2,1,0.5849625007
pa,8,5,0.5849625007
romy schneider,2,1,0.5849625007
ibm,2,1,0.5849625007
hitchcock,2,1,0.5849625007
superman,2,1,0.5849625007
pdiddy,2,1,0.5849625007
yohann,2,1,0.5849625007
david balland,2,1,0.5849625007
space x,2,1,0.5849625007
laghouat,2,1,0.5849625007
menard,2,1,0.5849625007
casamance,2,1,0.5849625007
vps,2,1,0.5849625007
john fitzgerald kennedy,2,1,0.5849625007
wimbledon,2,1,0.5849625007
gollum,2,1,0.5849625007
ptdr ça,2,1,0.5849625007
julien bayou,5,3,0.5849625007
manon aubry !,2,1,0.5849625007
libéria,2,1,0.5849625007
sinwar,2,1,0.5849625007
nouveau front populaire,2,1,0.5849625007
patrick mignola,2,1,0.5849625007
green flag,2,1,0.5849625007
apple tv,2,1,0.5849625007
ferdinand,2,1,0.5849625007
javascript,2,1,0.5849625007
asp,2,1,0.5849625007
madame borne,2,1,0.5849625007
matthieu valet,2,1,0.5849625007
débunker,2,1,0.5849625007
woerth,2,1,0.5849625007
syst,2,1,0.5849625007
godwin !,2,1,0.5849625007
larzac,2,1,0.5849625007
agriculteursencolère,2,1,0.5849625007
sahara algérien,2,1,0.5849625007
🤣🤣 ça,2,1,0.5849625007
wifi 7,2,1,0.5849625007
st georges,2,1,0.5849625007
brown,2,1,0.5849625007
gisèle halimi,2,1,0.5849625007
