lemma,left,right,log_ratio,abs_log_ratio
noël,219,254,-0.2129937233,0.2129937233
production,269,232,0.2126294524,0.2126294524
oeuvre,81,94,-0.2123036037,0.2123036037
suivre,1213,1047,0.2121297047,0.2121297047
minorité,138,160,-0.2119758054,0.2119758054
députer,21,18,0.2115041052,0.2115041052
véhiculer,21,18,0.2115041052,0.2115041052
prescription,21,18,0.2115041052,0.2115041052
selfie,21,18,0.2115041052,0.2115041052
icône,21,18,0.2115041052,0.2115041052
cuisiner,21,18,0.2115041052,0.2115041052
thaïlande,21,18,0.2115041052,0.2115041052
cyber,21,18,0.2115041052,0.2115041052
enfoiré,43,37,0.2115041052,0.2115041052
fumisterie,21,18,0.2115041052,0.2115041052
irréprochable,21,18,0.2115041052,0.2115041052
accoucher,18,21,-0.2115041052,0.2115041052
puisque,265,307,-0.2115041052,0.2115041052
isère,18,21,-0.2115041052,0.2115041052
apatride,18,21,-0.2115041052,0.2115041052
robinet,18,21,-0.2115041052,0.2115041052
sereinement,18,21,-0.2115041052,0.2115041052
raser,56,65,-0.2115041052,0.2115041052
fatalité,18,21,-0.2115041052,0.2115041052
chic,18,21,-0.2115041052,0.2115041052
essonne,18,21,-0.2115041052,0.2115041052
apparent,18,21,-0.2115041052,0.2115041052
calamité,18,21,-0.2115041052,0.2115041052
ricain,18,21,-0.2115041052,0.2115041052
délicat,18,21,-0.2115041052,0.2115041052
paroxysme,18,21,-0.2115041052,0.2115041052
creuser,75,87,-0.2115041052,0.2115041052
essentiel,366,316,0.2112972227,0.2112972227
gros,1812,1565,0.2112947125,0.2112947125
planète,228,264,-0.2106447614,0.2106447614
sauce,80,69,0.2105669859,0.2105669859
eter,117,101,0.2102177074,0.2102177074
centrale,58,50,0.2102177074,0.2102177074
héritage,133,154,-0.2100352148,0.2100352148
nostalgie,36,31,0.2094533656,0.2094533656
régal,36,31,0.2094533656,0.2094533656
veille,110,95,0.2094533656,0.2094533656
agressivité,31,36,-0.2094533656,0.2094533656
redire,31,36,-0.2094533656,0.2094533656
contourner,31,36,-0.2094533656,0.2094533656
fonction,313,362,-0.2092049891,0.2092049891
célébrer,125,108,0.2090955987,0.2090955987
désert,76,88,-0.2089468903,0.2089468903
chiffre,365,422,-0.2088140148,0.2088140148
année,2464,2132,0.2087036809,0.2087036809
incitation,44,51,-0.2085866218,0.2085866218
constructif,51,44,0.2085866218,0.2085866218
grave,729,631,0.2079719056,0.2079719056
mignon,81,70,0.2078048851,0.2078048851
opération,154,178,-0.207691372,0.207691372
renoncer,83,96,-0.2075954194,0.2075954194
civil,499,432,0.2075610699,0.2075610699
multiplier,111,96,0.2074420799,0.2074420799
examen,141,122,0.2072326142,0.2072326142
unique,245,283,-0.2072326142,0.2072326142
muhammad,12,14,-0.2064508775,0.2064508775
zen,12,14,-0.2064508775,0.2064508775
sy,12,14,-0.2064508775,0.2064508775
enregistrement,25,29,-0.2064508775,0.2064508775
frein,38,44,-0.2064508775,0.2064508775
cat,12,14,-0.2064508775,0.2064508775
capsule,12,14,-0.2064508775,0.2064508775
concéder,12,14,-0.2064508775,0.2064508775
versement,12,14,-0.2064508775,0.2064508775
gentille,12,14,-0.2064508775,0.2064508775
bouillie,12,14,-0.2064508775,0.2064508775
discriminé,12,14,-0.2064508775,0.2064508775
concentré,12,14,-0.2064508775,0.2064508775
brouillard,12,14,-0.2064508775,0.2064508775
cancre,12,14,-0.2064508775,0.2064508775
laborieux,12,14,-0.2064508775,0.2064508775
tutoyer,12,14,-0.2064508775,0.2064508775
riz,12,14,-0.2064508775,0.2064508775
intelligemment,12,14,-0.2064508775,0.2064508775
🎓,12,14,-0.2064508775,0.2064508775
méfier,51,59,-0.2064508775,0.2064508775
prudent,38,44,-0.2064508775,0.2064508775
conservation,12,14,-0.2064508775,0.2064508775
purifier,14,12,0.2064508775,0.2064508775
estime,104,90,0.2064508775,0.2064508775
augure,14,12,0.2064508775,0.2064508775
cohabiter,14,12,0.2064508775,0.2064508775
nerf,29,25,0.2064508775,0.2064508775
insensible,14,12,0.2064508775,0.2064508775
louable,14,12,0.2064508775,0.2064508775
confédération,14,12,0.2064508775,0.2064508775
drole,14,12,0.2064508775,0.2064508775
binationau,14,12,0.2064508775,0.2064508775
corbeau,14,12,0.2064508775,0.2064508775
kid,14,12,0.2064508775,0.2064508775
artistique,74,64,0.2064508775,0.2064508775
rennais,29,25,0.2064508775,0.2064508775
alternatif,44,38,0.2064508775,0.2064508775
ignominie,59,51,0.2064508775,0.2064508775
seulement,760,877,-0.206324486,0.206324486
critique,532,461,0.2062426813,0.2062426813
mouvement,344,397,-0.2061720689,0.2061720689
aux,345,299,0.2058095371,0.2058095371
autour,473,410,0.2057486652,0.2057486652
forcer,208,240,-0.2055302041,0.2055302041
heure,1174,1018,0.2055067053,0.2055067053
générer,112,97,0.2054691183,0.2054691183
touche,97,112,-0.2054691183,0.2054691183
usine,150,173,-0.2045387565,0.2045387565
comble,52,45,0.2043584985,0.2043584985
gouverner,203,234,-0.2040916046,0.2040916046
parlement,223,257,-0.2038723334,0.2038723334
développer,223,257,-0.2038723334,0.2038723334
veste,113,98,0.2035333941,0.2035333941
célébration,37,32,0.2035333941,0.2035333941
soyon,32,37,-0.2035333941,0.2035333941
agressif,65,75,-0.2035333941,0.2035333941
popularité,32,37,-0.2035333941,0.2035333941
nulle,32,37,-0.2035333941,0.2035333941
ben,653,752,-0.2033592292,0.2033592292
engager,387,336,0.203308061,0.203308061
réclamer,136,118,0.2032143197,0.2032143197
éteindre,136,118,0.2032143197,0.2032143197
aucun,2674,3078,-0.2029229759,0.2029229759
avis,785,682,0.202643734,0.202643734
blesser,125,144,-0.2026291665,0.2026291665
auprès,213,185,0.2023081753,0.2023081753
époque,577,664,-0.2022848479,0.2022848479
génie,172,198,-0.2019963929,0.2019963929
los,19,22,-0.2016338612,0.2016338612
divorce,19,22,-0.2016338612,0.2016338612
suggestion,19,22,-0.2016338612,0.2016338612
condamné,19,22,-0.2016338612,0.2016338612
trou,219,252,-0.2016338612,0.2016338612
hijab,19,22,-0.2016338612,0.2016338612
neo,19,22,-0.2016338612,0.2016338612
ti,19,22,-0.2016338612,0.2016338612
stocker,19,22,-0.2016338612,0.2016338612
suggérer,59,68,-0.2016338612,0.2016338612
surréaliste,19,22,-0.2016338612,0.2016338612
stimuler,19,22,-0.2016338612,0.2016338612
tarif,99,114,-0.2016338612,0.2016338612
hui,19,22,-0.2016338612,0.2016338612
rentabilité,22,19,0.2016338612,0.2016338612
annexer,22,19,0.2016338612,0.2016338612
etienne,22,19,0.2016338612,0.2016338612
totem,22,19,0.2016338612,0.2016338612
espion,22,19,0.2016338612,0.2016338612
wagner,22,19,0.2016338612,0.2016338612
loyauté,22,19,0.2016338612,0.2016338612
collatéral,22,19,0.2016338612,0.2016338612
rival,22,19,0.2016338612,0.2016338612
explicitement,22,19,0.2016338612,0.2016338612
kevin,45,39,0.2016338612,0.2016338612
montre,398,346,0.2014530836,0.2014530836
oh,530,461,0.2008190094,0.2008190094
an,4262,4898,-0.2006182363,0.2006182363
sérieux,546,475,0.2005792595,0.2005792595
ambition,130,113,0.2005329874,0.2005329874
départemental,46,53,-0.2002986505,0.2002986505
projeter,46,53,-0.2002986505,0.2002986505
démocratique,300,261,0.2001966752,0.2001966752
député,1047,1203,-0.2001966752,0.2001966752
diviser,201,231,-0.1997695124,0.1997695124
son,22183,25471,-0.1993927195,0.1993927195
clic,26,30,-0.1993088082,0.1993088082
informatique,61,53,0.1993088082,0.1993088082
triomphe,26,30,-0.1993088082,0.1993088082
grossier,53,61,-0.1993088082,0.1993088082
guedj,26,30,-0.1993088082,0.1993088082
rompre,61,53,0.1993088082,0.1993088082
rapprocher,80,92,-0.1993088082,0.1993088082
courant,317,276,0.1991407892,0.1991407892
bulletin,87,100,-0.1987798641,0.1987798641
oiseau,60,69,-0.1985456794,0.1985456794
rural,69,60,0.1985456794,0.1985456794
entrée,217,189,0.1983287164,0.1983287164
inspirer,189,217,-0.1983287164,0.1983287164
proposer,895,780,0.1981761839,0.1981761839
console,33,38,-0.1979393776,0.1979393776
douloureux,33,38,-0.1979393776,0.1979393776
gêner,101,116,-0.1979393776,0.1979393776
judaïsme,38,33,0.1979393776,0.1979393776
couvrir,155,135,0.1979393776,0.1979393776
compliment,38,33,0.1979393776,0.1979393776
façonner,38,33,0.1979393776,0.1979393776
image,842,734,0.1977883812,0.1977883812
point,1522,1327,0.1976607951,0.1976607951
priorité,217,249,-0.1975999599,0.1975999599
laver,81,93,-0.1970368471,0.1970368471
salon,140,122,0.1970368471,0.1970368471
socialiste,375,430,-0.1969552074,0.1969552074
administratif,136,156,-0.1965886659,0.1965886659
fournir,143,164,-0.1963972128,0.1963972128
préparation,47,54,-0.1963972128,0.1963972128
mercosur,54,47,0.1963972128,0.1963972128
février,219,191,0.1963972128,0.1963972128
prophète,102,117,-0.1961425222,0.1961425222
secours,109,125,-0.19592021,0.19592021
exposer,116,133,-0.1957244709,0.1957244709
kilogramme,70,61,0.1955508091,0.1955508091
pacte,70,61,0.1955508091,0.1955508091
arnaud,61,70,-0.1955508091,0.1955508091
malhonnête,78,68,0.1952562914,0.1952562914
tentative,151,173,-0.1950159824,0.1950159824
durée,82,94,-0.194816177,0.194816177
nuit,490,428,0.1947453768,0.1947453768
méchant,180,206,-0.1936410704,0.1936410704
toucher,571,653,-0.1932754887,0.1932754887
opposer,299,342,-0.1932460757,0.1932460757
aggravation,6,7,-0.1926450779,0.1926450779
schiappa,6,7,-0.1926450779,0.1926450779
courgette,6,7,-0.1926450779,0.1926450779
pedro,6,7,-0.1926450779,0.1926450779
monopoly,6,7,-0.1926450779,0.1926450779
végétalisation,6,7,-0.1926450779,0.1926450779
soudain,27,31,-0.1926450779,0.1926450779
vitre,20,23,-0.1926450779,0.1926450779
ahuri,6,7,-0.1926450779,0.1926450779
maïs,6,7,-0.1926450779,0.1926450779
spirale,13,15,-0.1926450779,0.1926450779
envenimer,6,7,-0.1926450779,0.1926450779
cdu,13,15,-0.1926450779,0.1926450779
gore,6,7,-0.1926450779,0.1926450779
commémoratif,6,7,-0.1926450779,0.1926450779
bestiole,6,7,-0.1926450779,0.1926450779
céleste,13,15,-0.1926450779,0.1926450779
japonais,62,71,-0.1926450779,0.1926450779
abandonné,6,7,-0.1926450779,0.1926450779
cévenne,6,7,-0.1926450779,0.1926450779
galvauder,6,7,-0.1926450779,0.1926450779
pratiquement,34,39,-0.1926450779,0.1926450779
efficience,6,7,-0.1926450779,0.1926450779
prémices,6,7,-0.1926450779,0.1926450779
quell,90,103,-0.1926450779,0.1926450779
consistance,6,7,-0.1926450779,0.1926450779
attribut,6,7,-0.1926450779,0.1926450779
evident,6,7,-0.1926450779,0.1926450779
merveille,20,23,-0.1926450779,0.1926450779
lab,6,7,-0.1926450779,0.1926450779
zorro,6,7,-0.1926450779,0.1926450779
répugner,6,7,-0.1926450779,0.1926450779
rebuter,6,7,-0.1926450779,0.1926450779
farcir,6,7,-0.1926450779,0.1926450779
fantaisiste,6,7,-0.1926450779,0.1926450779
magnétique,6,7,-0.1926450779,0.1926450779
orient,83,95,-0.1926450779,0.1926450779
beauvoir,6,7,-0.1926450779,0.1926450779
datte,6,7,-0.1926450779,0.1926450779
vénérer,13,15,-0.1926450779,0.1926450779
parmis,13,15,-0.1926450779,0.1926450779
abyssale,6,7,-0.1926450779,0.1926450779
olympicgame,6,7,-0.1926450779,0.1926450779
matteo,6,7,-0.1926450779,0.1926450779
trouvaille,6,7,-0.1926450779,0.1926450779
surpoids,6,7,-0.1926450779,0.1926450779
arpenter,6,7,-0.1926450779,0.1926450779
fauté,6,7,-0.1926450779,0.1926450779
référentiel,6,7,-0.1926450779,0.1926450779
corréler,6,7,-0.1926450779,0.1926450779
🤠,13,15,-0.1926450779,0.1926450779
iel,41,47,-0.1926450779,0.1926450779
future,6,7,-0.1926450779,0.1926450779
pâté,6,7,-0.1926450779,0.1926450779
been,13,15,-0.1926450779,0.1926450779
conglomérat,6,7,-0.1926450779,0.1926450779
pdm,6,7,-0.1926450779,0.1926450779
calculateur,6,7,-0.1926450779,0.1926450779
fichu,20,23,-0.1926450779,0.1926450779
debrief,13,15,-0.1926450779,0.1926450779
dégouliner,6,7,-0.1926450779,0.1926450779
oie,6,7,-0.1926450779,0.1926450779
athé,6,7,-0.1926450779,0.1926450779
illusoire,13,15,-0.1926450779,0.1926450779
colporter,13,15,-0.1926450779,0.1926450779
esbroufe,6,7,-0.1926450779,0.1926450779
amasser,6,7,-0.1926450779,0.1926450779
subvenir,13,15,-0.1926450779,0.1926450779
armor,6,7,-0.1926450779,0.1926450779
limitation,13,15,-0.1926450779,0.1926450779
opposé,20,23,-0.1926450779,0.1926450779
sankara,6,7,-0.1926450779,0.1926450779
european,6,7,-0.1926450779,0.1926450779
hagar,6,7,-0.1926450779,0.1926450779
sottise,13,15,-0.1926450779,0.1926450779
bercer,13,15,-0.1926450779,0.1926450779
tweete,6,7,-0.1926450779,0.1926450779
noeud,13,15,-0.1926450779,0.1926450779
remballer,6,7,-0.1926450779,0.1926450779
kaboul,6,7,-0.1926450779,0.1926450779
loto,13,15,-0.1926450779,0.1926450779
démissionnez,6,7,-0.1926450779,0.1926450779
racler,6,7,-0.1926450779,0.1926450779
parenthèse,13,15,-0.1926450779,0.1926450779
ségrégation,34,39,-0.1926450779,0.1926450779
coïncider,6,7,-0.1926450779,0.1926450779
fortuné,6,7,-0.1926450779,0.1926450779
polarisation,6,7,-0.1926450779,0.1926450779
ugc,6,7,-0.1926450779,0.1926450779
dépourvoir,6,7,-0.1926450779,0.1926450779
muselière,6,7,-0.1926450779,0.1926450779
powerpoint,6,7,-0.1926450779,0.1926450779
irrespect,13,15,-0.1926450779,0.1926450779
malo,6,7,-0.1926450779,0.1926450779
dominiqu,13,15,-0.1926450779,0.1926450779
considérable,27,31,-0.1926450779,0.1926450779
contorsion,6,7,-0.1926450779,0.1926450779
biarritz,6,7,-0.1926450779,0.1926450779
lentement,20,23,-0.1926450779,0.1926450779
consolidation,6,7,-0.1926450779,0.1926450779
nombreux,692,791,-0.1926450779,0.1926450779
aliment,20,23,-0.1926450779,0.1926450779
réécrire,27,31,-0.1926450779,0.1926450779
messiha,20,23,-0.1926450779,0.1926450779
saigne,6,7,-0.1926450779,0.1926450779
balec,6,7,-0.1926450779,0.1926450779
sudradio,6,7,-0.1926450779,0.1926450779
rhabiller,6,7,-0.1926450779,0.1926450779
funè,6,7,-0.1926450779,0.1926450779
say,6,7,-0.1926450779,0.1926450779
tibétain,6,7,-0.1926450779,0.1926450779
deuxièmement,6,7,-0.1926450779,0.1926450779
kalash,6,7,-0.1926450779,0.1926450779
puanteur,6,7,-0.1926450779,0.1926450779
fourr,6,7,-0.1926450779,0.1926450779
oxymore,13,15,-0.1926450779,0.1926450779
hésitation,27,31,-0.1926450779,0.1926450779
reniement,7,6,0.1926450779,0.1926450779
jaillir,7,6,0.1926450779,0.1926450779
microcosme,7,6,0.1926450779,0.1926450779
stup,7,6,0.1926450779,0.1926450779
densité,7,6,0.1926450779,0.1926450779
déconne,7,6,0.1926450779,0.1926450779
pistonner,7,6,0.1926450779,0.1926450779
role,15,13,0.1926450779,0.1926450779
vraisemblablement,15,13,0.1926450779,0.1926450779
gaby,7,6,0.1926450779,0.1926450779
authentification,7,6,0.1926450779,0.1926450779
foirer,15,13,0.1926450779,0.1926450779
paper,7,6,0.1926450779,0.1926450779
aristocratie,7,6,0.1926450779,0.1926450779
rein,15,13,0.1926450779,0.1926450779
🖥,7,6,0.1926450779,0.1926450779
rocard,7,6,0.1926450779,0.1926450779
interrogation,31,27,0.1926450779,0.1926450779
cobaye,7,6,0.1926450779,0.1926450779
délice,15,13,0.1926450779,0.1926450779
attache,15,13,0.1926450779,0.1926450779
suce,7,6,0.1926450779,0.1926450779
conspi,7,6,0.1926450779,0.1926450779
repos,47,41,0.1926450779,0.1926450779
finalité,15,13,0.1926450779,0.1926450779
nutrition,7,6,0.1926450779,0.1926450779
⚰,31,27,0.1926450779,0.1926450779
aune,7,6,0.1926450779,0.1926450779
astrophysicien,7,6,0.1926450779,0.1926450779
priorise,7,6,0.1926450779,0.1926450779
affamé,23,20,0.1926450779,0.1926450779
pécresse,7,6,0.1926450779,0.1926450779
radioactif,7,6,0.1926450779,0.1926450779
largesse,7,6,0.1926450779,0.1926450779
mariam,7,6,0.1926450779,0.1926450779
fève,7,6,0.1926450779,0.1926450779
ohé,7,6,0.1926450779,0.1926450779
palier,15,13,0.1926450779,0.1926450779
atténuer,15,13,0.1926450779,0.1926450779
régional,95,83,0.1926450779,0.1926450779
mufti,7,6,0.1926450779,0.1926450779
indexation,7,6,0.1926450779,0.1926450779
rageu,7,6,0.1926450779,0.1926450779
five,7,6,0.1926450779,0.1926450779
enrager,7,6,0.1926450779,0.1926450779
parpaing,7,6,0.1926450779,0.1926450779
bouillant,7,6,0.1926450779,0.1926450779
fribourg,7,6,0.1926450779,0.1926450779
truand,15,13,0.1926450779,0.1926450779
biper,7,6,0.1926450779,0.1926450779
engluer,7,6,0.1926450779,0.1926450779
écouler,15,13,0.1926450779,0.1926450779
tacher,7,6,0.1926450779,0.1926450779
bannon,7,6,0.1926450779,0.1926450779
fréro,7,6,0.1926450779,0.1926450779
étalon,7,6,0.1926450779,0.1926450779
revien,7,6,0.1926450779,0.1926450779
auquel,55,48,0.1926450779,0.1926450779
différenciation,7,6,0.1926450779,0.1926450779
élément,223,195,0.1926450779,0.1926450779
adam,23,20,0.1926450779,0.1926450779
insinuer,15,13,0.1926450779,0.1926450779
paver,7,6,0.1926450779,0.1926450779
blocage,71,62,0.1926450779,0.1926450779
vivier,7,6,0.1926450779,0.1926450779
râler,23,20,0.1926450779,0.1926450779
mienne,55,48,0.1926450779,0.1926450779
somali,7,6,0.1926450779,0.1926450779
qatari,15,13,0.1926450779,0.1926450779
mélange,79,69,0.1926450779,0.1926450779
sperme,15,13,0.1926450779,0.1926450779
marchandisation,7,6,0.1926450779,0.1926450779
mème,7,6,0.1926450779,0.1926450779
culinaire,7,6,0.1926450779,0.1926450779
déprimer,7,6,0.1926450779,0.1926450779
eugénist,7,6,0.1926450779,0.1926450779
équivaloir,23,20,0.1926450779,0.1926450779
perdant,31,27,0.1926450779,0.1926450779
nick,7,6,0.1926450779,0.1926450779
initiation,7,6,0.1926450779,0.1926450779
néerlandais,7,6,0.1926450779,0.1926450779
env,7,6,0.1926450779,0.1926450779
prolongement,15,13,0.1926450779,0.1926450779
ortf,7,6,0.1926450779,0.1926450779
sen,7,6,0.1926450779,0.1926450779
prédilection,7,6,0.1926450779,0.1926450779
malfrat,7,6,0.1926450779,0.1926450779
francis,31,27,0.1926450779,0.1926450779
pleure,23,20,0.1926450779,0.1926450779
écureuil,7,6,0.1926450779,0.1926450779
commode,7,6,0.1926450779,0.1926450779
feuilleton,15,13,0.1926450779,0.1926450779
homéopathie,7,6,0.1926450779,0.1926450779
rebut,7,6,0.1926450779,0.1926450779
gign,7,6,0.1926450779,0.1926450779
fissure,7,6,0.1926450779,0.1926450779
autisme,23,20,0.1926450779,0.1926450779
leadership,23,20,0.1926450779,0.1926450779
décrochage,7,6,0.1926450779,0.1926450779
vole,87,76,0.1926450779,0.1926450779
patiemment,7,6,0.1926450779,0.1926450779
gemini,7,6,0.1926450779,0.1926450779
orleans,7,6,0.1926450779,0.1926450779
plombier,7,6,0.1926450779,0.1926450779
jeremy,7,6,0.1926450779,0.1926450779
rejeton,7,6,0.1926450779,0.1926450779
gna,7,6,0.1926450779,0.1926450779
rentraire,7,6,0.1926450779,0.1926450779
relancer,71,62,0.1926450779,0.1926450779
républiqu,7,6,0.1926450779,0.1926450779
envoyer,865,757,0.1921691766,0.1921691766
appliquer,312,273,0.191986764,0.191986764
organisation,321,281,0.1913655257,0.1913655257
livrer,133,152,-0.1912986522,0.1912986522
suivant,112,128,-0.191048293,0.191048293
social,1580,1384,0.1909513914,0.1909513914
ingénieur,70,80,-0.1901028834,0.1901028834
pot,70,80,-0.1901028834,0.1901028834
mairie,234,205,0.1900164194,0.1900164194
réussir,445,390,0.1898751026,0.1898751026
🥵,63,72,-0.1898245589,0.1898245589
masque,113,129,-0.1894777989,0.1894777989
magique,113,129,-0.1894777989,0.1894777989
publiquement,64,56,0.1894777989,0.1894777989
ampleur,64,56,0.1894777989,0.1894777989
racial,49,56,-0.1890338244,0.1890338244
ancien,742,846,-0.1889997588,0.1889997588
b,185,211,-0.1887616435,0.1887616435
instrumentalisation,48,42,0.1884450894,0.1884450894
trottoir,48,42,0.1884450894,0.1884450894
toxique,138,121,0.1882037352,0.1882037352
ah,1422,1248,0.1881621849,0.1881621849
imaginer,621,545,0.1880136292,0.1880136292
écœurant,35,40,-0.1876270032,0.1876270032
restreindre,35,40,-0.1876270032,0.1876270032
pogrom,35,40,-0.1876270032,0.1876270032
emprunter,40,35,0.1876270032,0.1876270032
extension,40,35,0.1876270032,0.1876270032
pédophilie,64,73,-0.1870855526,0.1870855526
attribuer,64,73,-0.1870855526,0.1870855526
agence,279,245,0.1867685116,0.1867685116
interaction,32,28,0.1864131242,0.1864131242
fierté,131,115,0.1864131242,0.1864131242
avancé,32,28,0.1864131242,0.1864131242
percer,32,28,0.1864131242,0.1864131242
baise,32,28,0.1864131242,0.1864131242
antenne,98,86,0.1864131242,0.1864131242
récurrent,28,32,-0.1864131242,0.1864131242
admirer,57,65,-0.1864131242,0.1864131242
promesse,137,156,-0.1860962921,0.1860962921
signature,79,90,-0.1858665453,0.1858665453
longueur,90,79,0.1858665453,0.1858665453
arnaque,101,115,-0.1855556532,0.1855556532
bâton,50,57,-0.1855556532,0.1855556532
bonsoir,165,145,0.1852148725,0.1852148725
classique,165,145,0.1852148725,0.1852148725
non,5753,6540,-0.1849459934,0.1849459934
ce,35764,40655,-0.184919839,0.184919839
via,2585,2274,0.1848557298,0.1848557298
partage,157,138,0.1848396755,0.1848396755
écouter,781,687,0.1847600426,0.1847600426
voler,407,358,0.1845853081,0.1845853081
sidérer,24,21,0.1844245711,0.1844245711
broyer,24,21,0.1844245711,0.1844245711
foncer,74,65,0.1844245711,0.1844245711
censer,24,21,0.1844245711,0.1844245711
métropolitain,24,21,0.1844245711,0.1844245711
estimer,124,109,0.1844245711,0.1844245711
sec,74,65,0.1844245711,0.1844245711
globe,24,21,0.1844245711,0.1844245711
geler,21,24,-0.1844245711,0.1844245711
maudire,43,49,-0.1844245711,0.1844245711
opportunisme,21,24,-0.1844245711,0.1844245711
magasin,87,99,-0.1844245711,0.1844245711
peste,43,49,-0.1844245711,0.1844245711
tarifaire,21,24,-0.1844245711,0.1844245711
impatient,21,24,-0.1844245711,0.1844245711
abroger,21,24,-0.1844245711,0.1844245711
saoudien,21,24,-0.1844245711,0.1844245711
source,689,783,-0.1842572924,0.1842572924
retourne,183,208,-0.183797176,0.183797176
marrant,133,117,0.1834461411,0.1834461411
affliger,58,66,-0.1834461411,0.1834461411
rip,58,66,-0.1834461411,0.1834461411
autrement,154,175,-0.1833072134,0.1833072134
chou,36,41,-0.1828640571,0.1828640571
débarrer,36,41,-0.1828640571,0.1828640571
sécuritaire,36,41,-0.1828640571,0.1828640571
similaire,83,73,0.1828640571,0.1828640571
di,83,73,0.1828640571,0.1828640571
annuler,177,201,-0.1824780518,0.1824780518
endormir,51,58,-0.1822033312,0.1822033312
refléter,66,75,-0.181838323,0.181838323
présidentielle,163,185,-0.1816068065,0.1816068065
tire,92,81,0.1816068065,0.1816068065
cuisine,92,81,0.1816068065,0.1816068065
œuvre,346,305,0.1814040099,0.1814040099
choc,111,126,-0.1813297647,0.1813297647
lgbt,143,126,0.1812403147,0.1812403147
bois,194,171,0.181065559,0.181065559
alex,14,16,-0.1805722456,0.1805722456
réalisme,14,16,-0.1805722456,0.1805722456
menton,14,16,-0.1805722456,0.1805722456
ruralité,14,16,-0.1805722456,0.1805722456
casier,29,33,-0.1805722456,0.1805722456
accabler,14,16,-0.1805722456,0.1805722456
bafouer,59,67,-0.1805722456,0.1805722456
reveiller,14,16,-0.1805722456,0.1805722456
retarder,14,16,-0.1805722456,0.1805722456
📩,14,16,-0.1805722456,0.1805722456
consolider,14,16,-0.1805722456,0.1805722456
séparatiste,16,14,0.1805722456,0.1805722456
prévision,33,29,0.1805722456,0.1805722456
certaine,16,14,0.1805722456,0.1805722456
aisé,33,29,0.1805722456,0.1805722456
formel,16,14,0.1805722456,0.1805722456
indécent,67,59,0.1805722456,0.1805722456
conservatisme,16,14,0.1805722456,0.1805722456
cupidité,16,14,0.1805722456,0.1805722456
infériorité,16,14,0.1805722456,0.1805722456
binet,16,14,0.1805722456,0.1805722456
prêter,67,59,0.1805722456,0.1805722456
american,16,14,0.1805722456,0.1805722456
halte,16,14,0.1805722456,0.1805722456
média,1287,1136,0.1799003392,0.1799003392
heureux,452,399,0.1795110503,0.1795110503
révéler,233,264,-0.1794838299,0.1794838299
dire,10161,8973,0.1793612801,0.1793612801
aggraver,67,76,-0.1793236994,0.1793236994
assimiler,67,76,-0.1793236994,0.1793236994
revue,102,90,0.178705887,0.178705887
naître,333,377,-0.1785381317,0.1785381317
démentir,42,37,0.1783372413,0.1783372413
instrument,37,42,-0.1783372413,0.1783372413
guider,37,42,-0.1783372413,0.1783372413
démonstration,75,85,-0.1783372413,0.1783372413
diffus,37,42,-0.1783372413,0.1783372413
gouvernance,37,42,-0.1783372413,0.1783372413
lâcher,223,197,0.177998302,0.177998302
docteur,60,68,-0.1777871192,0.1777871192
révolutionnaire,121,137,-0.1777871192,0.1777871192
douleur,120,106,0.1773962509,0.1773962509
réaliser,362,320,0.1773962509,0.1773962509
presse,509,450,0.1773698136,0.1773698136
dignité,198,175,0.1771930019,0.1771930019
ensemble,830,734,0.177104227,0.177104227
compte,1879,1662,0.1769444933,0.1769444933
psychologie,22,25,-0.1768777621,0.1768777621
coute,22,25,-0.1768777621,0.1768777621
emmener,68,77,-0.1768777621,0.1768777621
gilbert,22,25,-0.1768777621,0.1768777621
interlocuteur,22,25,-0.1768777621,0.1768777621
braquage,22,25,-0.1768777621,0.1768777621
purger,22,25,-0.1768777621,0.1768777621
accessoirement,22,25,-0.1768777621,0.1768777621
doubler,45,51,-0.1768777621,0.1768777621
infini,45,51,-0.1768777621,0.1768777621
cassé,45,51,-0.1768777621,0.1768777621
couronne,22,25,-0.1768777621,0.1768777621
hériter,25,22,0.1768777621,0.1768777621
attachement,25,22,0.1768777621,0.1768777621
productivité,25,22,0.1768777621,0.1768777621
zéro,207,183,0.1768777621,0.1768777621
rigoureux,25,22,0.1768777621,0.1768777621
dangerosité,25,22,0.1768777621,0.1768777621
youtub,25,22,0.1768777621,0.1768777621
bande,583,659,-0.1764976554,0.1764976554
institution,268,303,-0.1764651509,0.1764651509
entier,391,442,-0.1764530444,0.1764530444
information,608,538,0.1761569552,0.1761569552
demande,992,878,0.1759305524,0.1759305524
exigence,53,60,-0.1758498354,0.1758498354
téléphone,182,161,0.1758498354,0.1758498354
voyou,121,107,0.1758498354,0.1758498354
augmenter,354,400,-0.1757832121,0.1757832121
compétence,138,156,-0.1756796762,0.1756796762
po,95,84,0.1755715646,0.1755715646
démarche,95,84,0.1755715646,0.1755715646
vieillesse,34,30,0.1750867066,0.1750867066
ranger,69,61,0.1750867066,0.1750867066
exclusivement,30,34,-0.1750867066,0.1750867066
prix,849,752,0.1748129764,0.1748129764
chocolat,69,78,-0.1744977312,0.1744977312
lamentable,108,122,-0.1743301806,0.1743301806
darmanin,166,147,0.1742509268,0.1742509268
découvrir,1221,1082,0.1742110422,0.1742110422
question,2251,1995,0.1740951067,0.1740951067
argumentation,38,43,-0.1740293998,0.1740293998
maternelle,38,43,-0.1740293998,0.1740293998
